"sku","nombre","descripcion","precio1","precio2","precio3","precio4","precio5","cantidad2","cantidad3","cantidad4","cantidad5","unidad_medida","CATEGORIA","ACTIVO"
"5584","PIMIENTA ROJA ENTERA ESPECIERO 40_GR","-",33.00,31.00,31.00,31.00,"",12.00,12.00,12.00,"","PZ","ESPECIAS ENTERAS Y MOLIDAS",1
"5583","PIMIENTA ROJA ENTERA GRANEL","-",442.00,442.00,442.00,442.00,"",1.00,1.00,1.00,"","KG","ESPECIAS ENTERAS Y MOLIDAS",1
"2546","PINZAS PARA ROPA ARO ECONOMICAS 36_PZ","-",21.00,19.00,19.00,19.00,"",12.00,12.00,12.00,"","PQ","JARCIERIA",1
"1081","PINZAS PARA ROPA ENKAPLAS / TENDAL 36_PZ","-",37.00,33.50,33.50,33.50,"",12.00,12.00,12.00,"","PQ","JARCIERIA",1
"3577","PIÑA EN REBANADAS AGROVER 800_GR","-",62.00,58.00,55.00,55.00,"",12.00,120.00,120.00,"","PZ","CONSERVAS Y ENLATADOS",1
"5344","PIÑA EN REBANADAS MAXIMA 800_GR","-",62.00,58.00,55.00,55.00,"",12.00,120.00,120.00,"","PZ","CONSERVAS Y ENLATADOS",1
"2934","PIÑA EN TROZOS CLEMENTE JAQUES 3_KG","-",218.00,212.00,212.00,212.00,"",6.00,6.00,6.00,"","PZ","CONSERVAS Y ENLATADOS",1
"2688","PIÑA EN TROZOS CLEMENTE JAQUES 800_GR","-",62.00,58.00,55.00,55.00,"",12.00,120.00,120.00,"","PZ","CONSERVAS Y ENLATADOS",1
"5345","PIÑA EN TROZOS MAXIMA 800_GR","-",62.00,58.00,55.00,55.00,"",12.00,120.00,120.00,"","PZ","CONSERVAS Y ENLATADOS",1
"1005","PIPIAN PELADO PRIMERA","-",165.00,160.00,160.00,160.00,"",5.00,5.00,5.00,"","KG","SEMILLAS ENTERAS Y PROCESADAS",1
"3874","PISTACHE HORNEADO C/ SAL LA ALTEÑA 1_KG","-",325.00,325.00,325.00,325.00,"",1.00,1.00,1.00,"","PQ","BOTANAS, DULCES Y FRITURAS",1
"5250","PISTACHE HORNEADO C/ SAL LA ALTEÑA 500_GR","-",165.00,165.00,165.00,165.00,"",1.00,1.00,1.00,"","PQ","BOTANAS, DULCES Y FRITURAS",1
"2881","PISTACHE HORNEADO C/ SAL LA ALTEÑA GRANEL","-",360.00,360.00,360.00,360.00,"",1.00,1.00,1.00,"","KG","BOTANAS, DULCES Y FRITURAS",1
"5464","PLATO POZOLERO 16_OZ P16 BIO4U 50_PZ","-",90.00,83.00,83.00,83.00,"",20.00,20.00,20.00,"","PQ","CAJAS, PLATOS Y ARTICULOS DE CARTON",1
"5463","PLATO REDONDO CHICO PR6 BIO4U 50_PZ","-",41.00,38.00,38.00,38.00,"",20.00,20.00,20.00,"","PQ","CAJAS, PLATOS Y ARTICULOS DE CARTON",1
"2284","PLATO RIGIDO NEGRO RED 25_CM PBR25 INIX","-",10.50,10.00,9.00,9.00,"",6.00,50.00,50.00,"","PZ","MOLDES Y CAJITAS DE PLASTICO",1
"2282","PLATO RIGIDO NEGRO RED 28_CM PBR28 INIX","-",12.50,11.50,11.00,11.00,"",6.00,50.00,50.00,"","PZ","MOLDES Y CAJITAS DE PLASTICO",1
"2283","PLATO RIGIDO NEGRO RED 33_CM PBR33 INIX","-",18.50,17.50,16.00,16.00,"",6.00,50.00,50.00,"","PZ","MOLDES Y CAJITAS DE PLASTICO",1
"0620","PLATO UNICEL NO_006 REYMA 25_PZ","-",15.00,14.00,14.00,14.00,"",20.00,20.00,20.00,"","PQ","CHAROLAS Y PLATOS DE UNICEL",1
"0621","PLATO UNICEL PH4 REYMA 25_PZ","-",11.00,10.00,10.00,10.00,"",20.00,20.00,20.00,"","PQ","CHAROLAS Y PLATOS DE UNICEL",1
"0623","PLATO UNICEL PH6 REYMA 25_PZ","-",16.00,15.00,15.00,15.00,"",20.00,20.00,20.00,"","PQ","CHAROLAS Y PLATOS DE UNICEL",1
"0625","PLATO UNICEL PH8 REYMA 25_PZ","-",28.00,26.00,26.00,26.00,"",20.00,20.00,20.00,"","PQ","CHAROLAS Y PLATOS DE UNICEL",1
"5548","POLVO P/ BEBIDA DE MANZANA Y ESPECIES ALPINE 21_GR","-",7.00,6.50,6.00,6.00,"",12.00,60.00,60.00,"","PZ","COLORANTES, CONCENTRADOS Y SABORIZANTES",1
"5038","POLVO P/ PREPARAR ROMPOPE MURRIETA 125_GR","-",56.00,53.00,53.00,53.00,"",12.00,12.00,12.00,"","PQ","COLORANTES, CONCENTRADOS Y SABORIZANTES",1
"4723","POLVO P/PREP. BEBIDA DE SOYA SABOR NAT. FLOR Y VIDA 1_KG","-",88.00,88.00,88.00,88.00,"",1.00,1.00,1.00,"","PQ","LACTEOS",1
"1582","POLVO P/PREP. BEBIDA DE SOYA SABOR NAT. FLOR Y VIDA GRANEL","-",95.00,88.00,88.00,88.00,"",5.00,5.00,5.00,"","KG","LACTEOS",1
"5316","POLVO PARA HORNEAR COLON 15_KG","-",466.00,466.00,466.00,466.00,"",1.00,1.00,1.00,"","BT","MATERIAS PRIMAS",1
"5317","POLVO PARA HORNEAR COLON GRANEL","-",40.00,40.00,40.00,40.00,"",1.00,1.00,1.00,"","KG","MATERIAS PRIMAS",1
"5006","POPOTE DURO ANCHO COLOR 26_CM HERMI BIO","-",69.00,63.00,63.00,63.00,"",5.00,5.00,5.00,"","KG","POPOTES Y AGITADORES",1
"2131","POPOTE DURO COLOR 26_CM HERMI BIO","-",62.00,56.00,56.00,56.00,"",5.00,5.00,5.00,"","KG","POPOTES Y AGITADORES",1
"3507","POPOTE ESTUCHADO 26_CM LISO HERMI BIO 100_PZ APROX","-",18.00,18.00,18.00,18.00,"",1.00,1.00,1.00,"","PQ","POPOTES Y AGITADORES",1
"1674","POPOTE ESTUCHADO 26_CM LISO HERMI BIO 2000_PZ","-",276.00,276.00,276.00,276.00,"",1.00,1.00,1.00,"","CJ","POPOTES Y AGITADORES",1
"2263","POPOTE ESTUCHADO 26_CM LISO HERMI BIO 500_PZ APROX","-",75.00,72.00,72.00,72.00,"",4.00,4.00,4.00,"","PQ","POPOTES Y AGITADORES",1
"4943","POPOTE ESTUCHADO 26_CM LISO POPOMEX BIO 500_PZ","-",71.00,68.00,68.00,68.00,"",4.00,4.00,4.00,"","PQ","POPOTES Y AGITADORES",1
"2339","PORTAVASOS DE CARTON CUADRUPLE INIX","-",5.00,3.00,2.50,2.50,"",12.00,300.00,300.00,"","PZ","OTROS",1
"1208","PREPARADO CON PROPOLEO 250_ML","-",135.00,126.00,126.00,126.00,"",12.00,12.00,12.00,"","PZ","PRODUCTOS NATURISTAS",1
"0491","PRODUCTO LACTEO DELITE 1_LT","-",15.00,14.50,14.50,14.50,"",12.00,12.00,12.00,"","PZ","LACTEOS",1
"3214","PRODUCTO LACTEO MARSELLA 1_LT","-",19.00,18.50,18.50,18.50,"",12.00,12.00,12.00,"","PZ","LACTEOS",1
"0493","PRODUCTO LACTEO NUTRI 1_LT","-",23.00,22.00,22.00,22.00,"",12.00,12.00,12.00,"","PZ","LACTEOS",1
"0496","PRODUCTO LACTEO NUTRI DESLACTOSADA 1_LT","-",24.00,22.50,22.50,22.50,"",12.00,12.00,12.00,"","PZ","LACTEOS",1
"1266","PULPA DE TAMARINDO NATURAL","-",82.00,78.00,78.00,78.00,"",5.00,5.00,5.00,"","KG","COLORANTES, CONCENTRADOS Y SABORIZANTES",1
"5541","PULPA MICHELADA CHELAS FRUT MANGO 1_KG","-",97.00,91.00,91.00,91.00,"",12.00,12.00,12.00,"","PZ","BOTANAS, DULCES Y FRITURAS",1
"5217","PULPA MICHELADA CHELAS FRUT MORA AZUL 1_KG","-",97.00,91.00,91.00,91.00,"",12.00,12.00,12.00,"","PZ","BOTANAS, DULCES Y FRITURAS",1
"5218","PULPA MICHELADA CHELAS FRUT TAMARINDO EXTREMO 1_KG","-",97.00,91.00,91.00,91.00,"",12.00,12.00,12.00,"","PZ","BOTANAS, DULCES Y FRITURAS",1
"1647","PURE DE TOMATE CONDIMENTADO DEL FUERTE 1_KG","-",32.00,29.50,29.50,29.50,"",12.00,12.00,12.00,"","PZ","CONSERVAS Y ENLATADOS",1
"1646","PURE DE TOMATE CONDIMENTADO DEL FUERTE 345_GR","-",15.00,13.50,13.50,13.50,"",24.00,24.00,24.00,"","PZ","CONSERVAS Y ENLATADOS",1
"5274","PURE DE TOMATE CONDIMENTADO LA PRATERIA 1_KG","-",28.00,26.00,26.00,26.00,"",12.00,12.00,12.00,"","PZ","CONSERVAS Y ENLATADOS",1
"0628","QUESO AÑEJO MOLIDO","-",110.00,106.00,102.00,102.00,"",5.00,10.00,10.00,"","KG","QUESOS",1
"0629","RAFIA BLANCA / COLORES CAL_2","-",84.00,79.00,79.00,79.00,"",15.00,15.00,15.00,"","KG","HILOS",1
"0631","RAFIA FLORICULTURA / TOMATERA CAL_7","-",93.00,86.00,86.00,86.00,"",10.00,10.00,10.00,"","KG","HILOS",1
"2228","RAFIA POR MT","-",1.50,1.50,1.50,1.50,"",1.00,1.00,1.00,"","PZ","HILOS",1
"5310","RED PARA CABELLO INIX 36_PZ","-",101.00,101.00,101.00,101.00,"",1.00,1.00,1.00,"","PQ","OTROS",1
"2259","REJA VACIA DE PLASTICO (2DAM)","-",15.00,15.00,15.00,15.00,"",1.00,1.00,1.00,"","PZ","SEGUNDA MANO",1
"1543","REPUESTO MOPEADOR 45_CM","-",32.00,30.00,30.00,30.00,"",12.00,12.00,12.00,"","PZ","JARCIERIA",1
"1544","REPUESTO MOPEADOR 60_CM","-",36.50,33.50,33.50,33.50,"",12.00,12.00,12.00,"","PZ","JARCIERIA",1
"4115","REPUESTO MOPEADOR 90_CM","-",40.50,37.50,37.50,37.50,"",12.00,12.00,12.00,"","PZ","JARCIERIA",1
"1424","RESISTENCIA PARA SELLADORA 20_CM","-",60.00,60.00,60.00,60.00,"",1.00,1.00,1.00,"","PZ","BASCULAS, SELLADORAS Y ANAQUELES",1
"1425","RESISTENCIA PARA SELLADORA 30_CM","-",70.00,70.00,70.00,70.00,"",1.00,1.00,1.00,"","PZ","BASCULAS, SELLADORAS Y ANAQUELES",1
"5312","RESISTENCIA PARA SELLADORA 35_CM","-",75.00,75.00,75.00,75.00,"",1.00,1.00,1.00,"","PZ","BASCULAS, SELLADORAS Y ANAQUELES",1
"1426","RESISTENCIA PARA SELLADORA 40_CM","-",80.00,80.00,80.00,80.00,"",1.00,1.00,1.00,"","PZ","BASCULAS, SELLADORAS Y ANAQUELES",1
"2327","ROLLO DE PAPEL TERMICO ROLTEC 80X70 MM","-",31.50,31.50,31.50,31.50,"",1.00,1.00,1.00,"","PZ","PAPELERIA",1
"4049","ROLLO DE TEFLON PARA SELLADORA 3 CM X 1000 CM","-",480.00,480.00,480.00,480.00,"",1.00,1.00,1.00,"","PZ","BASCULAS, SELLADORAS Y ANAQUELES",1
"5000","ROLLO FILM PARA SELLADORA DE VASOS","-",500.00,500.00,500.00,500.00,"",1.00,1.00,1.00,"","PZ","ADHERIBLES",1
"4556","SAL MOLIDA ROCHE 25_KG","-",236.00,236.00,236.00,236.00,"",1.00,1.00,1.00,"","BT","AZUCARES Y SALES",1
"0639","SAL MOLIDA ROCHE GRANEL","-",11.00,11.00,11.00,11.00,"",1.00,1.00,1.00,"","KG","AZUCARES Y SALES",1
"5559","SAL REFINADA ESPECIERO 150_GR","-",16.00,15.00,15.00,15.00,"",12.00,12.00,12.00,"","PZ","AZUCARES Y SALES",1
"0635","SAL REFINADA LA FINA 1_KG","-",24.00,22.00,22.00,22.00,"",18.00,18.00,18.00,"","PQ","AZUCARES Y SALES",1
"0636","SAL REFINADA OSO BLANCO 1_KG","-",16.00,15.00,15.00,15.00,"",20.00,20.00,20.00,"","PQ","AZUCARES Y SALES",1
"4487","SAL REFINADA ROCHE 25_KG","-",236.00,236.00,236.00,236.00,"",1.00,1.00,1.00,"","BT","AZUCARES Y SALES",1
"0637","SAL REFINADA ROCHE GRANEL","-",11.00,11.00,11.00,11.00,"",1.00,1.00,1.00,"","KG","AZUCARES Y SALES",1
"5131","SAL ROSA DEL HIMALAYA 25_KG","-",1140.00,1140.00,1140.00,1140.00,"",1.00,1.00,1.00,"","BT","AZUCARES Y SALES",1
"5130","SAL ROSA DEL HIMALAYA GRANEL","-",58.00,58.00,58.00,58.00,"",1.00,1.00,1.00,"","KG","AZUCARES Y SALES",1
"5283","SALSA BBQ LA PRATERIA 1000_PZ / 8_GR","-",394.00,394.00,394.00,394.00,"",1.00,1.00,1.00,"","CJ","SALSAS",1
"3991","SALSA BBQ LA PRATERIA 612_GR","-",33.00,31.00,31.00,31.00,"",20.00,20.00,20.00,"","PZ","SALSAS",1
"5284","SALSA BBQ LA PRATERIA 8_GR POR PIEZA","-",0.50,0.50,0.50,0.50,"",1.00,1.00,1.00,"","PZ","SALSAS",1
"3912","SALSA BBQ STANDING POUCH LA PRATERIA 3_KG","-",149.00,141.00,141.00,141.00,"",6.00,6.00,6.00,"","PZ","SALSAS",1
"3200","SALSA CATSUP CHEFS 1000_PZ / 8_GR","-",370.00,370.00,370.00,370.00,"",1.00,1.00,1.00,"","CJ","SALSAS",1
"3201","SALSA CATSUP CHEFS 8_GR POR PIEZA","-",0.50,0.50,0.50,0.50,"",1.00,1.00,1.00,"","PZ","SALSAS",1
"0646","SALSA CATSUP CLEMENTE JAQUES LATA 3_KG","-",96.00,94.00,94.00,94.00,"",6.00,6.00,6.00,"","PZ","SALSAS",1
"0647","SALSA CATSUP CLEMENTE JAQUES SQUEZEE 220_GR","-",15.00,14.00,14.00,14.00,"",24.00,24.00,24.00,"","PZ","SALSAS",1
"3893","SALSA CATSUP CLEMENTE JAQUES SQUEZEE 680_GR","-",39.00,36.00,36.00,36.00,"",12.00,12.00,12.00,"","PZ","SALSAS",1
"4930","SALSA CATSUP MI CATSUP 1_KG","-",28.00,26.50,26.50,26.50,"",12.00,12.00,12.00,"","PZ","SALSAS",1
"2447","SALSA CATSUP MI CATSUP 4_KG","-",114.00,105.00,105.00,105.00,"",4.00,4.00,4.00,"","PZ","SALSAS",1
"0653","SALSA CHAMOY EL CHILERITO 1.5_LT","-",51.00,46.50,46.50,46.50,"",12.00,12.00,12.00,"","PZ","SALSAS",1
"0652","SALSA CHAMOY EL CHILERITO 1_LT","-",38.00,35.00,35.00,35.00,"",12.00,12.00,12.00,"","PZ","SALSAS",1
"0656","SALSA CHAMOY EL CHILERITO 355_ML","-",19.00,17.50,17.50,17.50,"",24.00,24.00,24.00,"","PZ","SALSAS",1
"0657","SALSA CHAMOY EL CHILERITO 5_LT","-",168.00,155.00,155.00,155.00,"",3.00,3.00,3.00,"","PZ","SALSAS",1
"0654","SALSA CHAMOY MEGA 1.5_KG (1.5 LT)","-",51.00,47.00,47.00,47.00,"",12.00,12.00,12.00,"","PZ","SALSAS",1
"0658","SALSA CHAMOY MEGA 1_KG (946 ML)","-",39.00,35.50,35.50,35.50,"",12.00,12.00,12.00,"","PZ","SALSAS",1
"5538","SALSA CHAMOY MEGA 370_GR (350_ML)","-",17.00,15.50,15.50,15.50,"",24.00,24.00,24.00,"","PZ","SALSAS",1
"0655","SALSA CHAMOY MEGA 4.1_KG (3.8 LT)","-",127.00,117.00,117.00,117.00,"",6.00,6.00,6.00,"","PZ","SALSAS",1
"4377","SALSA CHILE MORITA Y SEMILLAS IDEAL 150_GR","-",32.00,29.50,29.50,29.50,"",12.00,12.00,12.00,"","PZ","SALSAS",1
"5071","SALSA CHILE MORITA Y SEMILLAS IDEAL 85_GR","-",23.00,20.50,20.50,20.50,"",12.00,12.00,12.00,"","PZ","SALSAS",1
"1130","SALSA DE SOYA KIKKOMAN 148_ML","-",51.00,47.00,47.00,47.00,"",12.00,12.00,12.00,"","PZ","SALSAS",1
"1131","SALSA DE SOYA MAGGI 140_ML","-",26.00,23.50,23.50,23.50,"",12.00,12.00,12.00,"","PZ","SALSAS",1
"2787","SALSA DE TOMATE AGRIDULCE LA MORENA 2.8_KG","-",173.00,159.00,159.00,159.00,"",6.00,6.00,6.00,"","PZ","SALSAS",1
"3479","SALSA DE TOMATE SAZONADA P/PIZZA DEL FUERTE 3_KG","-",115.00,112.00,112.00,112.00,"",6.00,6.00,6.00,"","PZ","SALSAS",1
"5276","SALSA DE TOMATE SAZONADA P/PIZZA LA PRATERIA 3_KG","-",98.00,98.00,98.00,98.00,"",1.00,1.00,1.00,"","PZ","SALSAS",1
"1384","SALSA EN POLVO TAJIN 142_GR","-",42.00,39.00,39.00,39.00,"",12.00,12.00,12.00,"","PZ","CHILES ENTEROS, PREPARADOS Y MOLIDOS",1
"1385","SALSA EN POLVO TAJIN 400_GR","-",85.00,78.00,78.00,78.00,"",12.00,12.00,12.00,"","PZ","CHILES ENTEROS, PREPARADOS Y MOLIDOS",1
"0659","SALSA INGLESA CROSSE & BLACKWELL 1.9_LT","-",345.00,330.00,330.00,330.00,"",4.00,4.00,4.00,"","PZ","SALSAS",1
"0660","SALSA INGLESA CROSSE & BLACKWELL 145_ML","-",46.50,46.50,46.50,46.50,"",1.00,1.00,1.00,"","PZ","SALSAS",1
"0661","SALSA INGLESA CROSSE & BLACKWELL 980_ML","-",186.00,186.00,186.00,186.00,"",1.00,1.00,1.00,"","PZ","SALSAS",1
"5279","SALSA JALAPEÑO LA PRATERIA 1000_PZ / 8_GR","-",318.00,318.00,318.00,318.00,"",1.00,1.00,1.00,"","CJ","SALSAS",1
"5278","SALSA JALAPEÑO LA PRATERIA 8_GR POR PIEZA","-",0.50,0.50,0.50,0.50,"",1.00,1.00,1.00,"","PZ","SALSAS",1
"0642","SALSA LA BOTANERA CLASICA 1.5_LT","-",48.00,44.50,44.50,44.50,"",12.00,12.00,12.00,"","PZ","SALSAS",1
"0641","SALSA LA BOTANERA CLASICA 1_LT","-",36.00,32.50,32.50,32.50,"",12.00,12.00,12.00,"","PZ","SALSAS",1
"0643","SALSA LA BOTANERA CLASICA 370_ML","-",18.00,16.00,16.00,16.00,"",24.00,24.00,24.00,"","PZ","SALSAS",1
"0644","SALSA LA BOTANERA CLASICA 4_LT","-",108.00,99.00,99.00,99.00,"",6.00,6.00,6.00,"","PZ","SALSAS",1
"4376","SALSA MACHA IDEAL 150_GR","-",32.00,29.50,29.50,29.50,"",12.00,12.00,12.00,"","PZ","SALSAS",1
"5070","SALSA MACHA IDEAL 85_GR","-",23.00,20.50,20.50,20.50,"",12.00,12.00,12.00,"","PZ","SALSAS",1
"5072","SALSA PICANTE CHIPOTLE IDEAL 355_ML","-",31.00,28.00,28.00,28.00,"",12.00,12.00,12.00,"","PZ","SALSAS",1
"5073","SALSA PICANTE HABANERO IDEAL 355_ML","-",31.00,28.00,28.00,28.00,"",12.00,12.00,12.00,"","PZ","SALSAS",1
"3515","SALSA VALENTINA AMARILLA 10_GR POR PIEZA","-",0.70,0.70,0.70,0.70,"",1.00,1.00,1.00,"","PZ","SALSAS",1
"2933","SALSA VALENTINA AMARILLA 1200_PZ / 8_GR","-",472.00,472.00,472.00,472.00,"",1.00,1.00,1.00,"","CJ","SALSAS",1
"1317","SALSA VALENTINA AMARILLA 8_GR POR PIEZA","-",0.50,0.50,0.50,0.50,"",1.00,1.00,1.00,"","PZ","SALSAS",1
"3495","SALSA VALENTINA AMARILLA 900_PZ / 10_GR","-",455.00,455.00,455.00,455.00,"",1.00,1.00,1.00,"","CJ","SALSAS",1
"0664","SALSA VALENTINA ETIQ AMARILLA 1_LT","-",39.00,39.00,39.00,39.00,"",1.00,1.00,1.00,"","PZ","SALSAS",1
"0665","SALSA VALENTINA ETIQ AMARILLA 370_ML","-",20.00,18.50,18.50,18.50,"",24.00,24.00,24.00,"","PZ","SALSAS",1
"0662","SALSA VALENTINA ETIQ NEGRA 1_LT","-",40.50,40.50,40.50,40.50,"",1.00,1.00,1.00,"","PZ","SALSAS",1
"0663","SALSA VALENTINA ETIQ NEGRA 370_ML","-",20.50,20.50,20.50,20.50,"",1.00,1.00,1.00,"","PZ","SALSAS",1
"0666","SARDINA EN SALSA DE TOMATE CALMEX 425_GR","-",48.00,45.00,45.00,45.00,"",24.00,24.00,24.00,"","PZ","CONSERVAS Y ENLATADOS",1
"4557","SAZONADOR CONDIMIX KNORR POLLO 1_KG","-",130.00,130.00,130.00,130.00,"",1.00,1.00,1.00,"","PQ","COLORANTES, CONCENTRADOS Y SABORIZANTES",1
"4072","SAZONADOR CONDIMIX KNORR POLLO 3.6_KG","-",478.00,478.00,478.00,478.00,"",1.00,1.00,1.00,"","PQ","COLORANTES, CONCENTRADOS Y SABORIZANTES",1
"0927","SAZONADOR CONDIMIX KNORR POLLO GRANEL","-",151.00,151.00,151.00,151.00,"",1.00,1.00,1.00,"","KG","COLORANTES, CONCENTRADOS Y SABORIZANTES",1
"5586","SAZONADOR DE CARNES BLANCAS ESPECIERO 125_GR","-",24.00,21.50,21.50,21.50,"",12.00,12.00,12.00,"","PZ","COLORANTES, CONCENTRADOS Y SABORIZANTES",1
"5585","SAZONADOR DE CARNES BLANCAS MOY 1_KG","-",70.00,70.00,70.00,70.00,"",1.00,1.00,1.00,"","PQ","COLORANTES, CONCENTRADOS Y SABORIZANTES",1
"5587","SAZONADOR DE CARNES BLANCAS MOY GRANEL","-",78.00,78.00,78.00,78.00,"",1.00,1.00,1.00,"","KG","COLORANTES, CONCENTRADOS Y SABORIZANTES",1
"5392","SAZONADOR DE CARNES ROJAS ESPECIERO 100_GR","-",22.00,20.00,20.00,20.00,"",6.00,6.00,6.00,"","PZ","COLORANTES, CONCENTRADOS Y SABORIZANTES",1
"5354","SAZONADOR DE CARNES ROJAS MOY 1_KG","-",70.00,70.00,70.00,70.00,"",1.00,1.00,1.00,"","PQ","COLORANTES, CONCENTRADOS Y SABORIZANTES",1
"5355","SAZONADOR DE CARNES ROJAS MOY GRANEL","-",78.00,78.00,78.00,78.00,"",1.00,1.00,1.00,"","KG","COLORANTES, CONCENTRADOS Y SABORIZANTES",1
"4869","SAZONADOR DE CARNES SANTIAGO XIUITLAN GRANEL","-",224.00,224.00,224.00,224.00,"",1.00,1.00,1.00,"","KG","ESPECIAS ENTERAS Y MOLIDAS",1
"5512","SAZONADOR MAGGI MICHE 980_ML + SALSA VALENTINA 1_LT","-",132.00,132.00,132.00,132.00,"",1.00,1.00,1.00,"","PQ","SALSAS",1
"4353","SAZONADOR POLVO ADOBO MOLIMEX 1_KG","-",115.00,115.00,115.00,115.00,"",1.00,1.00,1.00,"","PQ","COLORANTES, CONCENTRADOS Y SABORIZANTES",1
"4352","SAZONADOR POLVO ADOBO MOLIMEX GRANEL","-",125.00,125.00,125.00,125.00,"",1.00,1.00,1.00,"","KG","COLORANTES, CONCENTRADOS Y SABORIZANTES",1
"5077","SAZONADOR POLVO CHIPOTLE MOLIMEX 1_KG","-",115.00,115.00,115.00,115.00,"",1.00,1.00,1.00,"","PQ","COLORANTES, CONCENTRADOS Y SABORIZANTES",1
"5078","SAZONADOR POLVO CHIPOTLE MOLIMEX GRANEL","-",125.00,125.00,125.00,125.00,"",1.00,1.00,1.00,"","KG","COLORANTES, CONCENTRADOS Y SABORIZANTES",1
"4354","SAZONADOR POLVO CHORIZO MOLIMEX GRANEL","-",125.00,125.00,125.00,125.00,"",1.00,1.00,1.00,"","KG","COLORANTES, CONCENTRADOS Y SABORIZANTES",1
"4357","SAZONADOR POLVO CREMA Y ESPECIAS MOLIMEX 1_KG","-",122.00,122.00,122.00,122.00,"",1.00,1.00,1.00,"","PQ","COLORANTES, CONCENTRADOS Y SABORIZANTES",1
"4356","SAZONADOR POLVO CREMA Y ESPECIAS MOLIMEX GRANEL","-",137.00,137.00,137.00,137.00,"",1.00,1.00,1.00,"","KG","COLORANTES, CONCENTRADOS Y SABORIZANTES",1
"4359","SAZONADOR POLVO FLAMING AZUL MOLIMEX 1_KG","-",122.00,122.00,122.00,122.00,"",1.00,1.00,1.00,"","PQ","COLORANTES, CONCENTRADOS Y SABORIZANTES",1
"4358","SAZONADOR POLVO FLAMING AZUL MOLIMEX GRANEL","-",137.00,137.00,137.00,137.00,"",1.00,1.00,1.00,"","KG","COLORANTES, CONCENTRADOS Y SABORIZANTES",1
"4737","SAZONADOR POLVO FLAMING HOT MOLIMEX 1_KG","-",122.00,122.00,122.00,122.00,"",1.00,1.00,1.00,"","PQ","COLORANTES, CONCENTRADOS Y SABORIZANTES",1
"4738","SAZONADOR POLVO FLAMING HOT MOLIMEX GRANEL","-",137.00,137.00,137.00,137.00,"",1.00,1.00,1.00,"","KG","COLORANTES, CONCENTRADOS Y SABORIZANTES",1
"4361","SAZONADOR POLVO FUEGO MOLIMEX 1_KG","-",122.00,122.00,122.00,122.00,"",1.00,1.00,1.00,"","PQ","COLORANTES, CONCENTRADOS Y SABORIZANTES",1
"4360","SAZONADOR POLVO FUEGO MOLIMEX GRANEL","-",137.00,137.00,137.00,137.00,"",1.00,1.00,1.00,"","KG","COLORANTES, CONCENTRADOS Y SABORIZANTES",1
"4733","SAZONADOR POLVO JALAPEÑO CHIPS MOLIMEX 1_KG","-",122.00,122.00,122.00,122.00,"",1.00,1.00,1.00,"","PQ","COLORANTES, CONCENTRADOS Y SABORIZANTES",1
"4734","SAZONADOR POLVO JALAPEÑO CHIPS MOLIMEX GRANEL","-",137.00,137.00,137.00,137.00,"",1.00,1.00,1.00,"","KG","COLORANTES, CONCENTRADOS Y SABORIZANTES",1
"4365","SAZONADOR POLVO NACHO MOLIMEX 1_KG","-",122.00,122.00,122.00,122.00,"",1.00,1.00,1.00,"","PQ","COLORANTES, CONCENTRADOS Y SABORIZANTES",1
"4364","SAZONADOR POLVO NACHO MOLIMEX GRANEL","-",137.00,137.00,137.00,137.00,"",1.00,1.00,1.00,"","KG","COLORANTES, CONCENTRADOS Y SABORIZANTES",1
"4736","SAZONADOR POLVO PIQUIN LIMON MOLIMEX GRANEL","-",91.00,91.00,91.00,91.00,"",1.00,1.00,1.00,"","KG","COLORANTES, CONCENTRADOS Y SABORIZANTES",1
"4369","SAZONADOR POLVO QUESO MOLIMEX 1_KG","-",115.00,115.00,115.00,115.00,"",1.00,1.00,1.00,"","PQ","COLORANTES, CONCENTRADOS Y SABORIZANTES",1
"4368","SAZONADOR POLVO QUESO MOLIMEX GRANEL","-",125.00,125.00,125.00,125.00,"",1.00,1.00,1.00,"","KG","COLORANTES, CONCENTRADOS Y SABORIZANTES",1
"4373","SAZONADOR POLVO RUFFLE MOLIMEX 1_KG","-",122.00,122.00,122.00,122.00,"",1.00,1.00,1.00,"","PQ","COLORANTES, CONCENTRADOS Y SABORIZANTES",1
"4370","SAZONADOR POLVO RUFFLE MOLIMEX GRANEL","-",137.00,137.00,137.00,137.00,"",1.00,1.00,1.00,"","KG","COLORANTES, CONCENTRADOS Y SABORIZANTES",1
"4372","SAZONADOR POLVO SABRITON MOLIMEX 1_KG","-",82.00,82.00,82.00,82.00,"",1.00,1.00,1.00,"","PQ","COLORANTES, CONCENTRADOS Y SABORIZANTES",1
"4371","SAZONADOR POLVO SABRITON MOLIMEX GRANEL","-",91.00,91.00,91.00,91.00,"",1.00,1.00,1.00,"","KG","COLORANTES, CONCENTRADOS Y SABORIZANTES",1
"4374","SAZONADOR POLVO SALSA NEGRA MOLIMEX GRANEL","-",137.00,137.00,137.00,137.00,"",1.00,1.00,1.00,"","KG","COLORANTES, CONCENTRADOS Y SABORIZANTES",1
"4731","SAZONADOR POLVO TOREADO MOLIMEX 1_KG","-",122.00,122.00,122.00,122.00,"",1.00,1.00,1.00,"","PQ","COLORANTES, CONCENTRADOS Y SABORIZANTES",1
